,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID,Severity
4985,44.4748858447489,8,3,52.8258887876026,0.22379444644789,78.06,1,14840.4652848946,2,0.51302895528027,10158,Significant_Damage_And_Fatalities
5536,25.5707762557078,17,15,64.767547857794,0.551598269022719,77.27,6,38914.2802256648,1,0.0098936103088182,3476,Significant_Damage_And_Serious_Injuries
5794,28.2191780821918,13,6,64.4029170464904,0.32116191849982,78.59,4,27108.1286016377,3,0.0499833389656219,5749,Highly_Fatal_And_Damaging
5860,46.5753424657534,11,1,52.5979945305378,0.396892174540209,80.38,2,15496.0861565499,4,0.22104033381928,10664,Minor_Damage_And_Injuries
8419,65.7990867579909,9,18,68.9608021877849,0.255168409664623,83.32,2,30479.9802452678,4,0.409374818142981,3830,Minor_Damage_And_Injuries
506,48.4931506849315,14,1,80.5378304466728,0.218385142445005,76.77,2,37038.5414452765,2,0.503141110685375,7813,Minor_Damage_And_Injuries
3317,58.0821917808219,11,3,53.7830446672744,0.457476379372521,84.52,2,35695.8118180726,1,0.48369584645779,11307,Highly_Fatal_And_Damaging
6621,44.0182648401826,12,15,55.7885141294439,0.412038225748287,86.13,3,30428.3031280998,2,0.152337945102486,7186,Minor_Damage_And_Injuries
0,49.2237442922374,14,22,71.285323609845,0.272117562206996,78.04,2,31335.4768243775,3,0.424352083307853,7570,Minor_Damage_And_Injuries
7205,59.634703196347,14,7,38.9699179580674,0.635622791200865,75.71,7,25814.8468749981,0,0.0024614235589759,2967,Significant_Damage_And_Serious_Injuries
106,26.2100456621005,14,3,56.1531449407475,0.784558961413632,82.75,1,48583.5486330922,3,1.78191383868167,1739,Significant_Damage_And_Fatalities
9710,62.7853881278539,6,4,76.8915223336372,0.36768193292463,75.61,3,39092.0580179608,1,0.19520099345621,8350,Significant_Damage_And_Serious_Injuries
1022,46.6666666666667,11,1,68.8240656335461,0.278248106743599,81.46,6,21703.2159005865,3,0.005557064300179,6573,Significant_Damage_And_Serious_Injuries
5889,38.3561643835616,13,1,54.3299908842297,0.375254958528669,79.51,6,32058.503196196,1,0.0077369588674563,5385,Minor_Damage_And_Injuries
2133,18.9497716894977,19,5,59.1613491340018,0.456033898305084,76.87,3,22708.3165036149,2,0.113058050628457,5089,Significant_Damage_And_Serious_Injuries
3436,22.9223744292237,23,7,67.9580674567001,0.377418680129823,82.91,4,33735.8631764138,1,0.0619950696061957,3256,Minor_Damage_And_Injuries
6715,41.7808219178082,13,11,63.3546034639927,0.298442841687703,78.01,4,43459.9317547451,4,0.0803234247115428,4296,Significant_Damage_And_Serious_Injuries
5683,48.1278538812785,17,0,68.6417502278943,0.404825820411107,76.3,7,36324.9430018409,3,0.0032555182067985,15,Significant_Damage_And_Fatalities
9963,44.5205479452055,15,2,49.3163172288059,0.471540569780022,77.39,2,30701.4903580148,3,0.413957736616592,1370,Highly_Fatal_And_Damaging
5997,30.7305936073059,12,3,67.5934366453965,0.255168409664623,86.13,4,38524.3318943146,0,0.0705965089914202,4685,Highly_Fatal_And_Damaging
6924,28.675799086758,20,0,56.8368277119417,0.378139920663541,84.82,1,26365.3863181768,1,0.9710988332523,5686,Highly_Fatal_And_Damaging
1242,32.648401826484,15,13,73.1084776663628,0.317916336098088,76.56,6,38661.0770201153,2,0.0102092534364529,4775,Significant_Damage_And_Serious_Injuries
2486,44.9315068493151,11,2,73.4275296262534,0.297360980887126,79.08,6,45618.8570899891,1,0.0119468965853497,4375,Significant_Damage_And_Serious_Injuries
9118,30.1826484018265,13,8,66.6818596171377,0.355420843851424,78.49,7,37949.724386184,1,0.003578425309933,11638,Highly_Fatal_And_Damaging
6254,56.2557077625571,11,18,62.2607110300821,0.289066714749369,88.71,2,51010.5063788741,3,0.690878232165761,4273,Highly_Fatal_And_Damaging
7387,46.2557077625571,11,0,55.6517775752051,0.444854670032455,77.93,2,29784.2743594728,2,0.401935157666492,11130,Minor_Damage_And_Injuries
299,32.5570776255708,12,0,41.5223336371923,0.634901550667147,80.6,3,29017.2698657396,1,0.144784763505103,10121,Significant_Damage_And_Fatalities
8772,29.041095890411,20,3,48.6782133090247,0.510848178867652,78.9,5,33391.2869416829,2,0.0223891616717182,10093,Highly_Fatal_And_Damaging
3543,75.2054794520548,9,4,78.669097538742,0.245792282726289,79.88,1,26150.1797214222,1,0.957561433696264,11868,Significant_Damage_And_Fatalities
1067,20.5936073059361,19,9,53.5551504102097,0.717844212044716,80.65,3,45290.8837505859,2,0.225104799742964,3196,Minor_Damage_And_Injuries
9981,40.9132420091324,16,5,61.7137648131267,0.512290659935088,78.5,5,29541.2652852581,2,0.0202077464979155,7050,Minor_Damage_And_Injuries
5059,39.7260273972603,16,11,53.0082041932544,0.334865488640461,80.95,2,37999.3671044333,2,0.514732243183487,11336,Highly_Fatal_And_Damaging
702,43.1963470319635,15,9,70.2825888787603,0.328734944103858,80.35,2,26545.8277120036,2,0.359258711215434,6223,Minor_Damage_And_Injuries
73,58.9954337899543,14,7,73.0173199635369,0.32080129823296,82.49,7,52189.5365431102,0,0.0044929035955593,4950,Significant_Damage_And_Fatalities
8226,48.6301369863014,7,2,61.6226071103008,0.426102416155788,81.31,4,30372.7583025121,1,0.0561870785595682,8579,Highly_Fatal_And_Damaging
367,47.1232876712329,11,2,67.4567000911577,0.37489433826181,86.31,6,26852.6964035447,2,0.0069793472078992,8043,Significant_Damage_And_Serious_Injuries
4438,36.62100456621,11,4,73.746581586144,0.29591849981969,80.26,4,17735.214441938,3,0.0317004518773675,4309,Highly_Fatal_And_Damaging
1025,26.7123287671233,13,22,63.9015496809481,0.201435989902632,79.72,3,23362.5382988508,4,0.11620474523904,11593,Highly_Fatal_And_Damaging
4477,43.972602739726,15,4,62.1239744758432,0.28870609448251,80.55,1,43148.0017161796,2,1.62375240575535,10681,Minor_Damage_And_Injuries
1271,29.7716894977169,20,4,79.6262534184139,0.333783627839884,79.42,1,23811.1848692756,0,0.879176919566217,12241,Minor_Damage_And_Injuries
2187,45.5707762557078,8,17,48.5414767547858,0.514093761269383,79.45,1,39029.7335633133,3,1.45138366021503,4347,Significant_Damage_And_Fatalities
6463,38.7671232876712,10,2,37.8304466727438,0.571071763433105,83.0,4,33871.586283706,1,0.0621297655704834,5771,Significant_Damage_And_Fatalities
7710,37.4429223744292,17,11,75.3418413855971,0.388237288135593,82.17,2,25688.5204959083,2,0.344926674199494,1077,Minor_Damage_And_Injuries
2196,38.9041095890411,10,0,54.3299908842297,0.204681572304363,79.31,1,15261.9932578438,4,0.563737503783226,10735,Significant_Damage_And_Fatalities
7298,56.6666666666667,15,0,73.1996353691887,0.341717273710782,80.59,7,42273.6457278091,1,0.0039131157122984,11564,Significant_Damage_And_Fatalities
9894,42.283105022831,16,15,59.4804010938925,0.408071402812838,83.64,2,26158.0508321166,1,0.355905701736818,624,Minor_Damage_And_Injuries
7372,44.0182648401826,9,1,74.7493163172288,0.344962856112513,79.08,1,29221.5095687008,4,1.0963361566327,6445,Highly_Fatal_And_Damaging
2702,7.76255707762557,19,6,49.8632634457612,0.470458708979445,78.9,4,32187.5437770809,2,0.0586688995339389,9246,Significant_Damage_And_Fatalities
4579,33.8356164383562,11,1,41.5223336371923,0.409874504147133,74.95,4,19872.4691787797,2,0.035517130695692,6735,Significant_Damage_And_Fatalities
4261,68.9954337899543,11,1,56.608933454877,0.231728092318788,81.26,3,21723.6549068887,4,0.107908405084565,6100,Highly_Fatal_And_Damaging
7225,64.8401826484018,9,7,48.7693710118505,0.638147133068878,82.03,2,40580.5502390022,1,0.552348029450647,10962,Highly_Fatal_And_Damaging
1506,67.6712328767123,12,0,77.3017319963537,0.344602235845654,78.64,7,28815.0595298404,1,0.0025633107522683,7745,Significant_Damage_And_Fatalities
3620,43.013698630137,12,0,57.4293527803099,0.465410025243419,82.02,3,37921.073992065,2,0.188494927474794,825,Significant_Damage_And_Serious_Injuries
7668,58.7214611872146,14,7,73.4275296262534,0.222712585647313,78.3,6,19550.4236118066,0,0.0049722243516095,6943,Significant_Damage_And_Fatalities
7048,30.9132420091324,16,0,84.8678213309025,0.333062387306166,83.5,3,47530.9062148968,4,0.237190414799633,10242,Significant_Damage_And_Serious_Injuries
4153,32.7397260273973,12,16,73.1084776663628,0.290148575549946,79.63,1,43611.8162404295,0,1.62917056541141,12008,Highly_Fatal_And_Damaging
1567,30.3196347031963,12,0,54.3755697356427,0.527797331410025,78.63,4,29502.7634210532,2,0.0535933280335573,9673,Significant_Damage_And_Fatalities
6939,45.2054794520548,15,8,67.0920692798541,0.385352326000721,80.42,5,40406.3063322322,1,0.0279580962570193,8807,Minor_Damage_And_Injuries
547,20.8219178082192,15,2,39.7903372835005,0.577923548503426,77.74,1,32718.3677403417,1,1.20364148403587,2683,Significant_Damage_And_Fatalities
3636,39.8173515981735,13,15,69.2798541476755,0.440887847097007,78.56,6,53323.6708564959,1,0.0129833111717393,7352,Significant_Damage_And_Serious_Injuries
16,10.8675799086758,18,1,68.003646308113,0.309622069960331,82.08,6,47893.7179720062,3,0.0112415293720467,20,Highly_Fatal_And_Damaging
3199,32.3744292237443,12,21,47.1741112123974,0.721450414713307,83.58,4,43803.4361082034,3,0.0800334853925099,1321,Significant_Damage_And_Fatalities
7327,39.8173515981735,9,4,76.8459434822243,0.370566895059502,78.4,4,41917.3221674367,0,0.075850778236244,343,Highly_Fatal_And_Damaging
5913,26.5753424657534,17,8,76.7547857793984,0.307097728092319,78.12,6,49086.3279837267,0,0.0123576408107368,3615,Significant_Damage_And_Serious_Injuries
312,46.3926940639269,15,9,61.485870556062,0.533927875946628,78.5,7,52249.6101461372,4,0.0055506026085153,10206,Minor_Damage_And_Injuries
2819,45.0228310502283,15,10,89.5168641750228,0.229203750450775,78.76,2,36834.7828425541,2,0.501262149716751,298,Minor_Damage_And_Injuries
871,40.7762557077626,16,8,47.0829535095716,0.438363505228994,78.33,2,27716.3461658188,1,0.37567404024528,5269,Highly_Fatal_And_Damaging
3716,48.4018264840183,11,4,68.3682771194166,0.397974035340786,79.22,3,43704.6859749562,0,0.214762760356308,6102,Significant_Damage_And_Serious_Injuries
9682,37.4885844748858,14,7,66.6362807657247,0.29555787955283,81.56,6,14871.6649197146,2,0.0035568774101538,12044,Significant_Damage_And_Serious_Injuries
6725,33.1963470319635,12,14,76.6180492251596,0.371648755860079,82.53,4,34589.1544020152,0,0.0628420887479155,3214,Highly_Fatal_And_Damaging
7930,60.5479452054795,14,11,73.0628988149499,0.260938333934367,77.41,6,22253.1682025273,1,0.0053353160716145,6153,Significant_Damage_And_Fatalities
2983,40.9132420091324,13,2,73.8377392889699,0.269953840605842,78.35,3,46794.8062833652,2,0.231845913463668,4215,Significant_Damage_And_Serious_Injuries
1244,25.1141552511416,14,8,65.8614402917047,0.391843490804183,78.63,7,46847.45838576,3,0.0038918509197929,7107,Highly_Fatal_And_Damaging
2462,53.013698630137,6,7,58.4776663628077,0.311064551027768,80.92,4,35800.9556617624,2,0.0648977629890459,2164,Highly_Fatal_And_Damaging
3300,41.689497716895,19,11,82.8623518687329,0.43619978362784,76.69,2,28473.7861502813,3,0.384350598455968,6225,Significant_Damage_And_Fatalities
1253,40.0913242009132,13,0,66.9097538742024,0.420332491886044,88.71,6,38521.3038909916,2,0.0100809469366386,6068,Significant_Damage_And_Serious_Injuries
4042,38.4474885844749,10,7,85.5970829535096,0.263823296069239,81.7,2,22068.2222270981,2,0.300683552375606,1952,Highly_Fatal_And_Damaging
8063,68.7214611872146,11,15,69.0063810391978,0.373091236927515,88.48,2,38384.4318243461,4,0.520190230407246,10539,Significant_Damage_And_Fatalities
375,22.2831050228311,15,6,72.5615314494075,0.467213126577713,86.43,3,17869.2712881728,3,0.0892549623370623,11763,Highly_Fatal_And_Damaging
7869,35.2054794520548,11,2,77.3473108477666,0.269953840605842,81.25,4,28855.4186664743,2,0.0531058897859763,2567,Highly_Fatal_And_Damaging
7079,39.9086757990868,13,2,64.5852324521422,0.260938333934367,78.76,4,36375.38646361,2,0.0664512614802825,3487,Significant_Damage_And_Serious_Injuries
7587,18.1278538812785,19,18,55.9708295350957,0.315752614496934,80.02,6,33914.1168763119,0,0.0083982544312787,3616,Minor_Damage_And_Injuries
5885,19.9086757990868,16,8,76.9371011850502,0.381746123332131,89.19,3,47592.316643138,2,0.234985280834006,8762,Highly_Fatal_And_Damaging
1436,40.2283105022831,10,10,74.9772105742936,0.326571222502704,78.4,5,35683.7170907573,1,0.0245347549298593,8828,Highly_Fatal_And_Damaging
950,56.5753424657534,11,20,69.5989061075661,0.303491525423729,86.1,3,43364.8414997352,4,0.217596029133936,7414,Highly_Fatal_And_Damaging
9620,22.1917808219178,15,1,92.3883318140383,0.238940497655968,81.2,4,45712.5484301237,2,0.0830454489098009,5263,Highly_Fatal_And_Damaging
1535,29.0867579908676,16,2,41.6590701914312,0.447379011900469,78.13,7,41724.5687249952,3,0.0038370838977165,1816,Minor_Damage_And_Injuries
4584,31.7808219178082,12,1,62.7164995442115,0.443772809231878,82.73,3,36749.152662344,1,0.182930118985126,3040,Highly_Fatal_And_Damaging
8693,36.7579908675799,14,1,58.9334548769371,0.54041904075009,77.17,3,38800.9673142313,2,0.192532112277346,4538,Significant_Damage_And_Serious_Injuries
4044,77.6712328767123,2,14,64.767547857794,0.37128813559322,82.49,2,28213.4276195929,3,0.381682846576649,6325,Minor_Damage_And_Injuries
9073,37.5799086757991,10,10,60.8021877848678,0.370566895059502,76.73,1,23171.5450883006,3,0.849289067426471,4599,Highly_Fatal_And_Damaging
4652,42.8310502283105,15,3,58.3865086599818,0.204320952037505,79.22,3,18958.9284350624,0,0.0941747741034185,5756,Minor_Damage_And_Injuries
6598,41.2785388127854,13,13,61.6681859617138,0.456033898305084,77.02,6,40904.2991006534,1,0.0095253989393512,1753,Significant_Damage_And_Serious_Injuries
4823,40.9132420091324,16,23,67.3655423883318,0.352175261449693,80.7,7,47430.2732035325,3,0.004602863448925,9766,Minor_Damage_And_Injuries
4110,62.1917808219178,6,1,73.0173199635369,0.352175261449693,79.79,4,34982.9927274348,2,0.0640529720617364,94,Significant_Damage_And_Serious_Injuries
5396,46.9406392694064,14,3,46.0346399270738,0.484522899386945,81.17,3,18247.3728312848,3,0.0901334616176345,6928,Highly_Fatal_And_Damaging
9929,41.3698630136986,9,10,39.7903372835005,0.578644789037144,82.34,4,22327.5246569269,3,0.0408770658166928,6061,Significant_Damage_And_Fatalities
422,42.4657534246575,19,0,76.5724703737466,0.346405337179949,79.66,6,41401.7229807727,1,0.009523106474546,7235,Significant_Damage_And_Fatalities
1281,53.5616438356164,12,15,70.1002734731085,0.425020555355211,81.26,2,42371.6586881872,2,0.576201428940559,2361,Minor_Damage_And_Injuries
2920,62.3744292237443,13,13,63.2634457611668,0.32116191849982,78.01,7,43558.4831611401,3,0.0037624088321581,5366,Significant_Damage_And_Fatalities
2690,62.5570776255708,10,6,41.5223336371923,0.61939487919221,78.27,4,46296.737183495,3,0.085541759229966,11895,Highly_Fatal_And_Damaging
6831,72.4657534246575,10,2,59.5259799453054,0.416005048683736,79.69,7,33921.7026214133,1,0.0030614859382891,10683,Significant_Damage_And_Fatalities
1766,38.0365296803653,20,2,58.20419325433,0.4145625676163,82.0,7,24371.5142179798,2,0.002216364763074,1932,Significant_Damage_And_Fatalities
8403,73.3333333333333,7,6,64.9954421148587,0.371648755860079,81.14,2,36844.4611648139,2,0.503141110685375,7741,Minor_Damage_And_Injuries
5113,59.041095890411,7,5,39.7447584320875,0.417808150018031,74.74,6,38880.4007290491,1,0.0097799367878918,4586,Minor_Damage_And_Injuries
1893,52.3744292237443,16,0,76.4813126709207,0.492095924990984,82.12,6,49696.2613236884,2,0.0123600829136333,414,Significant_Damage_And_Fatalities
5713,12.9680365296804,18,0,75.432999088423,0.323325640100974,82.08,4,40004.2033150606,1,0.0722773748823849,6446,Highly_Fatal_And_Damaging
9457,32.8767123287671,15,1,69.0975387420237,0.390040389469888,78.25,1,32854.5589924577,3,1.2138584565258,5989,Significant_Damage_And_Serious_Injuries
8074,34.5662100456621,11,6,50.7748404740201,0.481277316985214,85.53,4,37212.1921502745,2,0.0680573980642769,3833,Significant_Damage_And_Fatalities
7986,50.2739726027397,16,7,54.7857793983592,0.599560764514966,80.19,7,34371.8627634336,3,0.003118626434593,4791,Significant_Damage_And_Serious_Injuries
4486,49.3607305936073,10,3,74.567000911577,0.224515686981608,79.76,3,19352.8761801669,3,0.0966196448634178,3958,Significant_Damage_And_Serious_Injuries
9921,18.3561643835616,20,8,69.7356426618049,0.230646231518211,76.74,3,47182.8146074081,0,0.23473522219048,9259,Significant_Damage_And_Serious_Injuries
3797,41.5068493150685,13,2,55.9252506836828,0.469016227912008,79.1,3,45002.0079321222,2,0.225104799742964,4154,Minor_Damage_And_Injuries
4218,44.703196347032,8,0,62.5797629899727,0.409513883880274,77.3,1,8335.48049352774,3,0.306645190585444,5939,Highly_Fatal_And_Damaging
1385,25.2511415525114,17,3,73.3363719234275,0.432954201226109,78.75,3,15991.4147574307,2,0.0782363458011667,4915,Significant_Damage_And_Serious_Injuries
2624,25.2511415525114,14,5,63.9015496809481,0.551958889289578,74.74,4,45857.9659867691,2,0.0827860671099331,1358,Highly_Fatal_And_Damaging
8135,42.283105022831,16,7,65.1321786690975,0.329095564370718,80.03,1,32562.5772352937,3,1.18304526786249,5439,Minor_Damage_And_Injuries
2730,42.4200913242009,12,8,54.9680948040109,0.442330328164443,81.86,2,52978.4790590023,1,0.729576237972483,8515,Minor_Damage_And_Injuries
8068,18.7214611872146,16,1,74.2479489516864,0.238940497655968,78.7,4,23049.1459255511,2,0.0422835255042087,1289,Highly_Fatal_And_Damaging
7478,40.2283105022831,9,10,76.8459434822243,0.397974035340786,78.5,4,37862.9199927159,3,0.0697482164177026,571,Highly_Fatal_And_Damaging
68,53.9269406392694,12,14,49.3163172288059,0.421053732419762,86.42,1,37120.1716684666,3,1.35839613360227,10724,Minor_Damage_And_Injuries
2503,35.0684931506849,11,7,54.876937101185,0.448100252434187,79.46,4,29784.7464710627,2,0.0544392802512786,7242,Significant_Damage_And_Fatalities
5422,35.2054794520548,11,1,80.0364630811304,0.360830147854309,77.89,4,45972.6225379351,3,0.0850182295154255,7960,Highly_Fatal_And_Damaging
4914,34.4748858447488,11,5,50.0911577028259,0.754627479264334,78.58,3,14353.5846630685,2,0.0728513382155746,643,Highly_Fatal_And_Damaging
9541,61.4155251141552,14,25,45.5332725615314,0.448460872701046,79.35,5,36259.9583956455,1,0.0252521458935222,7180,Highly_Fatal_And_Damaging
8100,38.2648401826484,10,1,77.028258887876,0.324768121168409,80.21,7,45031.0840390284,2,0.0040020039185331,1609,Highly_Fatal_And_Damaging
3364,54.7945205479452,12,1,63.7192342752963,0.494620266858997,77.16,5,33372.8197860987,3,0.0221343459049453,11597,Minor_Damage_And_Injuries
7433,65.3424657534246,5,5,58.8422971741112,0.54041904075009,83.56,1,43419.8755634569,1,1.60962628025298,8114,Highly_Fatal_And_Damaging
6179,40.7762557077626,16,11,53.2360984503191,0.524191128741435,82.71,1,21022.7432680221,3,0.775459295221691,5577,Highly_Fatal_And_Damaging
7157,4.93150684931507,20,4,74.1567912488605,0.270314460872701,82.02,6,23270.1330877074,1,0.0053428393020857,10265,Highly_Fatal_And_Damaging
3459,32.4200913242009,12,8,70.8295350957156,0.331980526505589,78.08,4,39140.6113678675,1,0.0717190222705393,7011,Highly_Fatal_And_Damaging
5378,31.1872146118721,15,0,57.1558796718323,0.282214929679048,81.68,4,18917.972732299,2,0.0338942196143558,5949,Minor_Damage_And_Injuries
5776,43.013698630137,12,3,82.3154056517776,0.18809304002885,79.76,3,29033.7904189909,3,0.145942988462053,827,Significant_Damage_And_Serious_Injuries
6201,68.675799086758,11,4,73.9288969917958,0.43619978362784,83.07,7,26023.2072563315,3,0.0023486603555845,4883,Significant_Damage_And_Fatalities
6310,50.1826484018265,13,0,67.18322698268,0.293394157951677,83.56,4,14871.6649197146,2,0.0263158471738954,8868,Minor_Damage_And_Injuries
5805,28.0365296803653,13,6,61.3947128532361,0.423217454020916,77.0,1,33393.5930883868,1,1.22817096868824,7199,Highly_Fatal_And_Damaging
4733,28.9497716894977,16,2,41.6590701914312,0.462164442841687,77.65,4,18491.7313994727,4,0.0340977244601301,10909,Minor_Damage_And_Injuries
96,20.958904109589,15,9,79.3983591613491,0.267429498737829,77.1,4,20146.9172518634,3,0.0379490753135521,9682,Highly_Fatal_And_Damaging
3688,30.7305936073059,19,1,67.8213309024613,0.386073566534439,76.1,6,46027.1814076448,2,0.0112415293720467,3143,Minor_Damage_And_Injuries
2583,45.0684931506849,11,1,52.5979945305378,0.417808150018031,81.89,6,42176.9222862854,2,0.0098196027988236,3126,Minor_Damage_And_Injuries
143,18.7214611872146,16,2,74.2479489516864,0.238940497655968,79.16,1,15576.828144154,2,0.589488708275267,11373,Highly_Fatal_And_Damaging
6380,40.8675799086758,9,0,74.7493163172288,0.334504868373603,79.25,4,27433.2558692257,3,0.0498088897494593,148,Highly_Fatal_And_Damaging
9712,55.7990867579909,15,21,60.7566089334549,0.527797331410025,81.71,6,24189.2775073753,3,0.0063009388346478,5090,Significant_Damage_And_Fatalities
464,36.7579908675799,14,1,79.8085688240656,0.275723764875586,81.03,3,33701.3739418717,1,0.168760794490034,2794,Significant_Damage_And_Serious_Injuries
4201,25.2511415525114,17,9,66.6362807657247,0.366239451857194,80.67,3,22804.7544864591,3,0.112754072698007,385,Significant_Damage_And_Serious_Injuries
6975,32.7397260273973,12,7,74.2935278030994,0.232809953119365,76.99,1,29123.2583793699,2,1.08896280542045,10283,Highly_Fatal_And_Damaging
138,59.8173515981735,14,0,74.567000911577,0.303852145690588,76.33,7,13696.9970624703,2,0.0013563647470172,9511,Significant_Damage_And_Fatalities
231,28.4018264840183,13,29,52.5524156791249,0.467573746844573,78.49,4,28416.8088509435,2,0.0515663632026278,10364,Significant_Damage_And_Fatalities
5896,55.4337899543379,15,3,59.9817684594348,0.484522899386945,79.09,7,19488.0055234635,3,0.0017206836649755,6607,Significant_Damage_And_Fatalities
320,22.1917808219178,19,30,66.4995442114859,0.387876667868734,82.46,6,30719.4991147123,2,0.0073470733651801,3946,Significant_Damage_And_Serious_Injuries
6500,45.3424657534247,15,31,70.8295350957156,0.339914172376487,78.04,4,14736.0329751579,2,0.0277814772558509,10427,Minor_Damage_And_Injuries
8023,74.1095890410959,6,9,73.6554238833182,0.334144248106743,77.5,4,30360.2984407479,3,0.0556599827434588,2416,Minor_Damage_And_Injuries
6925,47.351598173516,14,8,45.897903372835,0.623001081860801,85.1,3,45760.7560852147,2,0.227253121797105,5732,Highly_Fatal_And_Damaging
7203,57.4429223744292,12,7,81.4038286235187,0.365157591056617,81.36,1,43754.1786822181,3,1.62444555920038,12317,Minor_Damage_And_Injuries
3339,30.9132420091324,12,16,58.97903372835,0.345323476379372,84.48,3,27007.9663942613,3,0.134288189902806,2679,Highly_Fatal_And_Damaging
2940,39.4520547945205,17,4,78.9425706472197,0.32116191849982,80.5,1,35006.6478704957,2,1.29142485015568,7178,Minor_Damage_And_Injuries
8955,36.8949771689498,14,13,72.8350045578852,0.335947349441038,79.97,3,31993.458888341,3,0.159286052499828,10472,Significant_Damage_And_Serious_Injuries
3074,56.7123287671233,15,12,59.6627164995442,0.423217454020916,79.37,7,33387.8483064781,3,0.003266238390268,707,Significant_Damage_And_Fatalities
2053,33.8356164383562,15,1,79.8541476754786,0.215500180310133,75.68,3,16837.0598386233,1,0.0840330252227932,7183,Significant_Damage_And_Serious_Injuries
9960,31.0958904109589,12,25,60.9845031905196,0.584054093040028,78.2,4,21212.0283049257,2,0.0382474902668748,11183,Highly_Fatal_And_Damaging
6953,24.0639269406393,22,4,73.0173199635369,0.265987017670393,76.63,7,29660.9634883589,4,0.0027952760836706,7595,Minor_Damage_And_Injuries
4428,40.2739726027397,9,6,69.0519598906108,0.408071402812838,79.27,1,22002.7278267057,2,0.819092324798317,12291,Highly_Fatal_And_Damaging
5839,42.6940639269406,16,22,57.4749316317229,0.477671114316625,81.89,6,32937.2182500384,2,0.0081206442929888,7853,Minor_Damage_And_Injuries
6469,16.8036529680365,16,15,67.7301731996354,0.231367472051929,77.74,4,29368.5496527533,3,0.0537163727417456,6586,Highly_Fatal_And_Damaging
7822,44.3835616438356,15,5,82.0419325432999,0.317195095564371,82.09,5,4030.14112429673,3,0.0025979797481065,300,Minor_Damage_And_Injuries
1773,44.9315068493151,12,1,65.6335460346399,0.305294626758024,79.28,3,33141.6107312539,0,0.16646731576656,5926,Significant_Damage_And_Serious_Injuries
4648,56.4383561643835,12,0,55.8340929808569,0.363354489722322,79.21,2,40617.9788788948,1,0.550538133768456,9780,Highly_Fatal_And_Damaging
4059,30.7762557077626,19,2,44.3938012762078,0.339192931842769,79.57,3,21741.0794070774,2,0.107173257715093,11448,Highly_Fatal_And_Damaging
7647,47.4885844748858,11,16,54.6490428441203,0.474786152181753,75.54,4,24170.0895338431,2,0.0443042071804465,11892,Minor_Damage_And_Injuries
4301,91.2328767123288,6,3,55.0592525068368,0.508684457266498,78.25,7,31318.3160971791,1,0.0026681802404638,9754,Significant_Damage_And_Serious_Injuries
3075,58.4931506849315,11,2,73.4731084776664,0.297360980887126,76.93,1,28185.910470363,2,1.05028681182213,10693,Minor_Damage_And_Injuries
4385,49.6803652968036,7,1,78.9425706472197,0.207205914172377,78.86,4,41910.8098811917,3,0.0758160751129294,10443,Highly_Fatal_And_Damaging
3614,32.1004566210046,15,4,74.567000911577,0.275723764875586,75.71,6,33861.5536967773,3,0.0087401137286014,4183,Significant_Damage_And_Serious_Injuries
3269,60.5479452054795,14,11,80.5834092980857,0.293394157951677,77.41,7,48820.2733551817,2,0.0047467377616571,452,Significant_Damage_And_Fatalities
4074,27.7168949771689,13,2,74.7948951686418,0.361190768121168,79.85,2,37435.5727950293,1,0.508617991345571,3505,Highly_Fatal_And_Damaging
6777,36.7579908675799,10,6,66.3172288058341,0.547992066354129,82.81,4,32578.5943530981,2,0.0597560868165434,1296,Highly_Fatal_And_Damaging
5376,28.5388127853881,13,6,51.2762078395624,0.236055535521096,79.77,1,29133.3615239579,1,1.09257988690076,10521,Significant_Damage_And_Fatalities
9203,28.6301369863014,13,0,99.9544211485871,0.372369996393797,80.47,1,33737.3071201569,3,1.24112616899926,590,Highly_Fatal_And_Damaging
5651,44.4292237442922,12,14,56.563354603464,0.350011539848539,81.06,6,52015.7944241626,3,0.0121672842334221,10345,Minor_Damage_And_Injuries
7927,36.7579908675799,14,3,72.6982680036463,0.219106382978723,83.03,3,38942.250883069,3,0.195609414135821,165,Significant_Damage_And_Serious_Injuries
9329,58.7671232876712,14,5,64.4029170464904,0.488850342589253,79.01,6,28945.341699397,4,0.0073885106383996,3908,Significant_Damage_And_Fatalities
3981,47.7625570776256,14,1,71.0118505013674,0.52238802740714,79.89,2,42622.3715192289,3,0.579515445156363,7204,Minor_Damage_And_Injuries
5132,69.4520547945205,8,0,68.003646308113,0.369845654525784,78.13,1,41060.4258734818,0,1.50734589361924,8249,Minor_Damage_And_Injuries
7626,31.8264840182648,12,3,68.7784867821331,0.383549224666426,79.7,6,36292.1949816483,2,0.0083108875446027,10814,Highly_Fatal_And_Damaging
6269,54.2922374429224,9,2,75.4785779398359,0.370927515326361,76.32,2,31290.8093282879,2,0.423471023989516,431,Significant_Damage_And_Serious_Injuries
8723,44.4292237442922,8,3,62.1695533272562,0.278608727010458,78.8,4,21693.8235763697,2,0.039778086972713,6958,Highly_Fatal_And_Damaging
